Sample Name,WGS84-long,WGS84-lat,Elevation(m),Rock Type,Sample Description,Sample Age,Uncertainty (+),Uncertainty (-),Age Interpretation,Isotopic System,Mineral Analyzed,Method,Lab,Primary Reference,Authors
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,124.68,3.69,3.69,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,114.72,1.99,1.99,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,109.16,4.04,4.04,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,118.88,1.8,1.8,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,109.51,2.83,2.83,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,144.1,3.55,3.55,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,118.5,3,3,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,159.08,6.31,6.31,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,146.08,7.72,7.72,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,155.04,4.58,4.58,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,117.15,3.23,3.23,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,110.57,2.98,2.98,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,152.07,2.52,2.52,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,106.64,2.73,2.73,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,140.06,3.36,3.36,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,121.49,7.02,7.02,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,117.34,2.59,2.59,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,128.43,3.09,3.09,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,169.2,3.22,3.22,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,145.16,4.71,4.71,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,114.58,3.54,3.54,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,143.4,4.05,4.05,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,107.46,2.45,2.45,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,111.88,3.03,3.03,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,121.58,3.39,3.39,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,117.42,1.68,1.68,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,122.69,3.49,3.49,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,116.26,2.88,2.88,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,118.09,3.08,3.08,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,128.543,3.53,3.53,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,111.95,2.68,2.68,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,307.55,5.41,5.41,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,166.12,3.62,3.62,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,140.82,3.87,3.87,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,117.5,2.65,2.65,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,119.67,2.86,2.86,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,164.53,3.01,3.01,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD41,-120.613,49.0544,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,148.98,3.65,3.65,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,113.02,2.56,2.56,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,112.06,1.58,1.58,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,109.56,2.57,2.57,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,111.78,2.3,2.3,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,112.76,2.36,2.36,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,116.65,3.19,3.19,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,119.1,2.79,2.79,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,113.16,2.44,2.44,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,107,2.13,2.13,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,111.59,3.81,3.81,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,117.52,2.2,2.2,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,113.54,2.31,2.31,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,117.16,2.11,2.11,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,110.06,1.87,1.87,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,107.03,3.66,3.66,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,105.46,2.61,2.61,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,113.34,3.31,3.31,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,112.67,1.63,1.63,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,114.42,2.98,2.98,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,112.09,3.19,3.19,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,107.63,2.49,2.49,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,112.69,5.34,5.34,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,106.16,2.66,2.66,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,112.93,5.61,5.61,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,113.72,2.68,2.68,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,109.85,2.24,2.24,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,106.2,3.19,3.19,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,132.52,4.17,4.17,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,113.42,1.94,1.94,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,121.8,3.22,3.22,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,274.94,7.69,7.69,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,124.06,2.37,2.37,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,107.85,2.62,2.62,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,112.66,2.5,2.5,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,111.44,2.7,2.7,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,117.03,2.22,2.22,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,118.53,1.92,1.92,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,298.18,11.29,11.29,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,125.98,4.14,4.14,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,119.44,4.12,4.12,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,116.52,3.83,3.83,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,149.48,4.97,4.97,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,113.26,2.74,2.74,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,107.74,3.9,3.9,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,121.57,3.23,3.23,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,91.01,1.66,1.66,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,113.72,4.14,4.14,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,114.34,2.05,2.05,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,123.21,2.84,2.84,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,288.42,12.73,12.73,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,292.94,5.55,5.55,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
KD42,-120.6131,49.05445,,Sedimentary,not reported; generic desc for all samples in the study is: lithic feldspathic to feldspathic arenitea,121.51,2.08,2.08,Detrital,U/Pb,Zircon,unkown,USGS,Geological Society of America Bulletin,"DeGraaff-Surpless, K., Mahoney, J.B., Wooden, J.L. and McWilliams, M.O."
